description,class,type,legitibility,faction
The card named Abyssal Dew is a 3 cost holy spell . The card text says: Give plus 1 dash plus 1. Shuffle 4 Abyssals into your deck.,Shaman,Spell,,
"The card named Sacred Feat is a 6 cost shadow spell . The card text says: Freeze an enemy minion. For each one's Mana Crystals, summon one that has Taunt.",Shaman,Spell,,
"The card named Reverberation, the Flame is a 4 cost beast minion with 3 health and 3 attack, and includes the effects trigger visual. The card text says: After you play a Fire spell, draw 2 cards.",Shaman,Minion,3,1
"The card named Bloodthorn Dreadlock is a 2 cost minion with 3 health and 2 attack, and includes the effects aura. The card text says: Your Dark Circle card costs (2) more, but it is Freezeable.",Shaman,Minion,1,0
"The card named Auraman's Cage is a 5 cost god minion with 7 health and 3 attack, and includes the effects taunt, battlecry. The card text says: Taunt Battlecry: Give a friendly",Shaman,Minion,1,0
"The card named Squashhounder is a 5 cost minion with 4 health and 3 attack, and includes the effects trigger visual. The card text says: At the end of your turn, summon a random Demon of your choice.",Shaman,Minion,2,0
"The card named Bloodstained Feather is a 5 cost minion with 4 health and 2 attack, and includes the effects taunt. The card text says: Taunt. If your deck has no duplicates, gain plus 2 dash plus 2.",Shaman,Minion,3,0
"The card named Dragon King is a 3 cost minion with 3 health and 4 attack, and includes the effects aura, battlecry. The card text says: Battlecry: Give a random friendly minion plus 2 dash plus 2.",Shaman,Minion,,
"The card named Reaver-Watt is a 2 cost minion with 2 health and 2 attack, and includes the effects battlecry. The card text says: Battlecry: Summon a random minion with Taunt.",Shaman,Minion,,
"The card named Wresher Shield Feler is a 2 cost undead minion with 1 health and 2 attack, and includes the effects rush. The card text says: Rush. You can summon a minion that costs (1) more.",Shaman,Minion,,
"The card named Gloom-Blessing Shaman is a 4 cost minion with 5 health and 2 attack, and includes the effects trigger visual. The card text says: Whenever a friendly minion dies, gain plus 2 Attack and Soul.",Shaman,Minion,,
"The card named Requiem of Shadowwind is a 4 cost minion with 4 health and 6 attack, and includes the effects trigger visual. The card text says: At the end of your turn, summon a 5 dash 5 Requiem of Shadowwind.",Shaman,Minion,,
"The card named Soulful Sorcerer is a 7 cost minion with 9 health and 5 attack, and includes the effects battlecry. The card text says: Battlecry: Each turn this casts, gain plus 3 Attack and Health.",Shaman,Minion,,
"The card named The Silver Spot of Darkness is a 4 cost beast minion with 3 health and 4 attack, and includes the effects battlecry. The card text says: Battlecry: Get a minion from your deck with Rush.",Shaman,Minion,,
"The card named Screaming Frog is a 3 cost beast minion with 7 health and 5 attack, and includes the effects battlecry. The card text says: Battlecry: Draw a minion. If it’s a Shaman, summon it.",Shaman,Minion,,
"The card named Unholy Smuggler is a 3 cost undead minion with 3 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: Give a friendly friendly minion plus 2 dash plus 1. Spend two extra Mana to deal",Shaman,Minion,,
"The card named Riding Lion is a 1 cost minion with 1 health and 3 attack, and includes the effects deal damage, battlecry. The card text says: Battlecry: Deal 2 damage to all enemy minions.",Shaman,Minion,,
"The card named Ghoul of the Heart is a 3 cost beast minion with 3 health and 4 attack, and includes the effects battlecry, restore health. The card text says: Battlecry: If your deck has no copy of this, restore",Shaman,Minion,,
"The card named Rallyelord is a 2 cost minion with 2 health and 2 attack, and includes the effects deathrattle, taunt, battlecry. The card text says: Taunt Battlecry: Destroy a minion. Deathrattle",Shaman,Minion,,
"The card named Shadow Slug is a 1 cost undead minion with 2 health and 2 attack, and includes the effects deathrattle, trigger visual. The card text says: After your hero attacks, get a Deathrattle shadow spell.",Shaman,Minion,,
"The card named Windstar, Shielda is a 2 cost minion with 4 health and 4 attack, and includes the effects aura. The card text says: Your other cards are all copycats with Rush.",Shaman,Minion,,
"The card named Axe of the Wolves is a 4 cost murloc minion with 4 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: Give your Murlocs plus 2 Attack this turn.",Shaman,Minion,,
"The card named Gone Home is a 8 cost minion with 5 health and 5 attack, and includes the effects deathrattle. The card text says: Deathrattle: Summon an 8 dash 8 Shaman, plus 1 dash 6",Shaman,Minion,,
"The card named Inspired Sorcerer is a 4 cost minion with 6 health and 4 attack, and includes the effects taunt. The card text says: Taunt If you cast a spell this turn, summon a Psychic Item.",Shaman,Minion,,
"The card named Shiwn Glynn is a 2 cost mech minion with 2 health and 4 attack, and includes the effects deathrattle, battlecry. The card text says: Battlecry: Give a friendly minion Rush. Deathrattle: Summon",Shaman,Minion,,
"The card named Unlawful Slayer is a 5 cost mech minion with 4 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: Give a friendly minion a random friendly minion.",Shaman,Minion,,
"The card named Stumpy Shadowcutter is a 6 cost minion with 7 health and 6 attack, and includes the effects deathrattle, battlecry. The card text says: Battlecry and Deathrattle: Give a random friendly minion in your hand plus 5",Shaman,Minion,,
"The card named Bloodscarf is a 6 cost undead minion with 4 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: Transform a friendly Demon into a 3 dash 3 Shaman",Shaman,Minion,,
"The card named Squirmisher is a 6 cost minion with 8 health and 8 attack, and includes the effects battlecry, rush. The card text says: Rush Battlecry: Summon a random Ancient minion.",Shaman,Minion,,
"The card named Shadow Refill is a 4 cost minion with 4 health and 3 attack, and includes the effects deathrattle. The card text says: Deathrattle: Get a copy of this minion's attack.",Shaman,Minion,,
"The card named Clementine Oasis is a 4 cost minion with 4 health and 1 attack, and includes the effects battlecry. The card text says: Battlecry: If you've cast a Dragon this game, gain plus 2 Attack from a random friendly minion",Shaman,Minion,,
"The card named Cultist Doom is a 6 cost minion with 12 health and 2 attack, and includes the effects battlecry, discover. The card text says: Battlecry: Discover a card for each spell this game. If it's a 4 plus Cost card,",Shaman,Minion,,
"The card named Shadowwag is a 2 cost minion with 2 health and 2 attack, and includes the effects battlecry. The card text says: Battlecry: Draw a card. If it's a Dragon, summon a copy.",Shaman,Minion,,
"The card named Theodan, the Mechatron is a 3 cost minion with 2 health and 3 attack, and includes the effects battlecry, discover. The card text says: Battlecry: Discover a powerful Shaman minion.",Shaman,Minion,,
"The card named Aegis Crownsmith is a 3 cost minion with 4 health and 3 attack, and includes the effects taunt, battlecry, discover. The card text says: Taunt Battlecry: Discover a random enemy minion.",Shaman,Minion,,
"The card named Shalom Amadeus is a 1 cost minion with 4 health and 1 attack, and includes the effects trigger visual. The card text says: At the end of your turn, destroy a minion. (Deathrattle: Add a random Shadow spell",Shaman,Minion,,
"The card named Oasis Dracula is a 7 cost beast minion with 8 health and 8 attack, and includes the effects battlecry. The card text says: Battlecry: If you control a friendly minion, summon a 5 dash 5 Shadow Angel.",Shaman,Minion,,
"The card named Ruining Light is a 4 cost elemental minion with 3 health and 1 attack, and includes the effects trigger visual. The card text says: At the end of your turn, summon a minion with Power of 3 or more.",Shaman,Minion,,
"The card named Revel is a 4 cost minion with 4 health and 1 attack, and includes the effects battlecry. The card text says: Battlecry: Spend 3 Corpses to upgrade your hero while holding this minion.",Shaman,Minion,,
"The card named Aramco Windfarmer is a 3 cost minion with 1 health and 1 attack, and includes the effects battlecry. The card text says: Battlecry: If you played a Secret yesterday, add another Crystal.",Shaman,Minion,,
"The card named Shaman Soul Shaman is a 3 cost naga minion with 2 health and 2 attack, and includes the effects taunt, battlecry. The card text says: Taunt Battlecry: Draw a card, summon a new one with Taunt",Shaman,Minion,,
"The card named Sacred Dreadrunner is a 6 cost undead minion with 8 health and 2 attack, and includes the effects taunt, battlecry. The card text says: Taunt Battlecry: Give your hero plus 2 Attack this turn.",Shaman,Minion,,
"The card named Dragon Recruit is a 4 cost minion with 4 health and 4 attack, and includes the effects trigger visual. The card text says: At the end of your turn, give a random minion plus 2 dash plus 2.",Shaman,Minion,,
"The card named Frightening Peck is a 3 cost undead minion with 2 health and 2 attack, and includes the effects trigger visual. The card text says: At the end of your turn, give your weapon plus 1 dash plus 1.",Shaman,Minion,,
The card named Oar's of Fury is a 3 cost elemental minion with 4 health and 3 attack. The card text says: The next round of cards you play this turn cost (1) less.,Shaman,Minion,,
"The card named Colossal Drifter is a 4 cost mech minion with 3 health and 1 attack, and includes the effects aura. The card text says: Your Shadow spells cost (1) less.",Shaman,Minion,,
"The card named Slightful Sorcerer is a 4 cost mech, beast minion with 3 health and 5 attack, and includes the effects deathrattle, rush. The card text says: Rush Deathrattle: Add 3 random Stuff from your deck to your hand.",Shaman,Minion,,
"The card named Blowfisher is a 5 cost demon minion with 6 health and 3 attack, and includes the effects deal damage, battlecry, discover. The card text says: Battlecry: Give all lost minions in your hand plus 1 dash plus 1.",Shaman,Minion,,
"The card named Deloroan Dreadlock is a 3 cost dragon minion with 3 health and 4 attack, and includes the effects trigger visual. The card text says: After you play a random Shadow minion, draw a Storm spell.",Shaman,Minion,,
"The card named Spirit of the Unrelenting is a 2 cost undead minion with 4 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: If you have 6 or more Mana Crystals, summon a random minion.",Shaman,Minion,,
"The card named Reticulist is a 1 cost minion with 1 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: If you're holding a spell last turn, summon a 3 dash 3 Terror with Taunt",Shaman,Minion,,
"The card named Soulless Shieldo is a 4 cost minion with 3 health and 3 attack, and includes the effects infuse, rush. The card text says: Rush If you control a Spirit, gain plus 2 dash plus 2. Infuse Rush",Shaman,Minion,,
"The card named Shiloh, the Firebreather is a 6 cost gorilla minion with 6 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: Destroy a friendly minion. Add another One to your hand.",Shaman,Minion,,
"The card named Shieldslinger is a 4 cost minion with 3 health and 3 attack, and includes the effects deathrattle, battlecry, rush. The card text says: Rush Battlecry: Gain plus 3 dash plus 4 and Deathrattle.",Shaman,Minion,,
"The card named Taseroor Mechanis is a 2 cost minion with 3 health and 2 attack, and includes the effects battlecry. The card text says: Battlecry: Give a friendly Demon plus 2 dash plus 2.",Shaman,Minion,,
"The card named Spirit of Death is a 4 cost demon minion with 4 health and 4 attack, and includes the effects deathrattle, taunt, battlecry. The card text says: Taunt Battlecry: If your opponent plays another demon, bring it home.",Shaman,Minion,,
"The card named The Homage-Silvermoon King is a 6 cost minion with 6 health and 3 attack, and includes the effects deathrattle, taunt. The card text says: Taunt Deathrattle: Shuffle 2 Flux cards into your",Shaman,Minion,,
"The card named Reborn Acer is a 4 cost minion with 5 health and 2 attack, and includes the effects battlecry. The card text says: Battlecry: Summon a 2 dash 3 Combo minion with Zeus.",Shaman,Minion,,
"The card named Moonlight Dwarf is a 7 cost elemental minion with 4 health and 6 attack, and includes the effects deathrattle, battlecry. The card text says: Battlecry: Equip a 5 dash 5 Shadow spell. Deathrattle: Gain",Shaman,Minion,,
"The card named Pokemare is a 7 cost minion with 7 health and 7 attack, and includes the effects trigger visual. The card text says: Whenever a friendly minion dies, summon a copy of it.",Shaman,Minion,,
The card named Vagrant Guardian is a 4 cost undead minion with 4 health and 2 attack. The card text says: Costs (1) more to summon a card.,Shaman,Minion,,
"The card named Ying'Oo'o is a 5 cost murloc minion with 6 health and 6 attack, and includes the effects battlecry. The card text says: Battlecry: Become a Murloc. When drawn, summon a random Murloc.",Shaman,Minion,,
The card named Brahma is a 9 cost minion with 7 health and 7 attack. The card text says: Your next Dragon minion will have 6 Health.,Shaman,Minion,,
"The card named Frogmanores is a 3 cost pirate minion with 3 health and 4 attack, and includes the effects battlecry, discover. The card text says: Battlecry: Discover a Dragon. If it's a Dragon, Discover a Dragon.",Shaman,Minion,,
"The card named Blackhorse is a 3 cost naga minion with 3 health and 3 attack, and includes the effects trigger visual. The card text says: Whenever your hero is given Attack, gain plus 2 Attack.",Shaman,Minion,,
"The card named Ruin Swarmer is a 3 cost minion with 2 health and 3 attack, and includes the effects trigger visual. The card text says: At the end of your turn, summon a 1 dash 1 Reborn, Destroyer with Taunt.",Shaman,Minion,,
"The card named Shrewd Soulful is a 6 cost minion with 5 health and 4 attack, and includes the effects trigger visual. The card text says: Whenever a friendly minion takes damage, summon a random Shadow, Shield, or Crystal.",Shaman,Minion,,
"The card named Rink of Life is a 7 cost elemental minion with 5 health and 7 attack, and includes the effects deal damage, battlecry. The card text says: Battlecry: Deal 6 damage to the enemy hero.",Shaman,Minion,,
"The card named Affairian is a 3 cost minion with 6 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry Whenever you summon a Shaman, gain 4 Armor.",Shaman,Minion,,
"The card named Combo Shadowwalker is a 4 cost undead minion with 3 health and 3 attack, and includes the effects deal damage, battlecry, discover. The card text says: Battlecry: Deal 2 damage to the enemy hero.",Shaman,Minion,,
"The card named Mech of Life is a 7 cost minion with 4 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: If you've cast a spell while holding this, gain plus 2 dash plus 2.",Shaman,Minion,,
"The card named Resilient Handmaid is a 7 cost minion with 7 health and 7 attack, and includes the effects rush. The card text says: Rush Costs (1) less for each minion in your hand.",Shaman,Minion,,
"The card named Astral Shield Maker is a 8 cost mech minion with 7 health and 7 attack, and includes the effects enraged. The card text says: Enraged If this carries 2 more spells, summon a 4 dash 2 Stab who attacks herde",Shaman,Minion,,
"The card named Sobrochur is a 3 cost minion with 8 health and 5 attack, and includes the effects trigger visual. The card text says: After your hero attacks, summon a copy of this minion. Add a copy of it to your hand.",Shaman,Minion,,
"The card named Tender of the Flames is a 2 cost mech minion with 3 health and 4 attack, and includes the effects battlecry. The card text says: Battlecry: Give your minions plus 2 dash plus 1. Gain Armor plus 2 and a random minion",Shaman,Minion,,
"The card named Dreadlock Revenant is a 2 cost murloc minion with 2 health and 2 attack, and includes the effects battlecry. The card text says: Battlecry: If you control a Murloc, summon a 2 dash 2 Murloc with Spell Damage.",Shaman,Minion,,
"The card named Firebird is a 3 cost minion with 4 health and 2 attack, and includes the effects battlecry. The card text says: Battlecry: Resurrect a minion. Give it plus 2 dash plus 2.",Shaman,Minion,,
"The card named Ghoul of Aries is a 1 cost undead minion with 1 health and 2 attack, and includes the effects trigger visual. The card text says: Whenever this is in your hand, draw a spell.",Shaman,Minion,,
"The card named Squiggle Hunter is a 7 cost elemental minion with 6 health and 4 attack, and includes the effects trigger visual. The card text says: Whenever this minion gains Health, summon a 3 dash 9 Spirit in your hand",Shaman,Minion,,
"The card named Slayer of Light is a 4 cost minion with 3 health and 2 attack, and includes the effects battlecry. The card text says: Battlecry: If you're holding a Dragon, cast two 4 dash 1 Mechs using this.",Shaman,Minion,,
"The card named B.M. Shakan, the Great is a 8 cost undead minion with 10 health and 10 attack, and includes the effects battlecry. The card text says: Battlecry: Transform a friendly minion into a 1 dash 1 Destroyer",Shaman,Minion,,
"The card named Avenged King is a 4 cost minion with 5 health and 5 attack, and includes the effects balance, battlecry. The card text says: Spectral Battlecry: Destroy a minion. It has",Shaman,Minion,,
"The card named Inquistomologist is a 8 cost minion with 10 health and 6 attack, and includes the effects deathrattle, battlecry. The card text says: Battlecry: Summon a 7 dash 7 Inquistomologist with Taunt",Shaman,Minion,,
"The card named Slab Psyche is a 8 cost subliminal minion with 8 health and 8 attack, and includes the effects deal damage, battlecry. The card text says: Battlecry: Deal 5 damage randomly split among all enemies.",Shaman,Minion,,
"The card named Tulk is a 1 cost minion with 3 health and 0 attack, and includes the effects trigger visual. The card text says: After your hero attacks, give him plus 1 dash plus 1.",Shaman,Minion,,
"The card named Doomhead is a 8 cost undead minion with 5 health and 7 attack, and includes the effects trigger visual. The card text says: Whenever this minion attacks a minion, it must gain Rush.",Shaman,Minion,,
"The card named Moose Rooster is a 5 cost minion with 5 health and 2 attack, and includes the effects battlecry. The card text says: Battlecry: Shuffle a minion into your deck and give it Rush.",Shaman,Minion,,
"The card named Arcane Blessing is a 1 cost naga minion with 3 health and 1 attack, and includes the effects deathrattle. The card text says: Deathrattle: Draw a card. Gain plus 1 dash plus 1 for each of your Mana",Shaman,Minion,,
"The card named Sacred Shaman is a 6 cost dragon minion with 5 health and 5 attack, and includes the effects trigger visual. The card text says: Whenever you summon a Dragon, gain plus 5 Attack.",Shaman,Minion,,
"The card named Sulfurya, the Windlord is a 3 cost minion with 2 health and 4 attack. The card text says: Whenever this has attack, gain 2 Armor equal to its Taunt, and gain plus 3 dash plus 2.",Shaman,Minion,,
"The card named Crystal Crystal is a 7 cost minion with 9 health and 7 attack, and includes the effects deal damage, battlecry. The card text says: Battlecry: Deal 6 damage to this minion.",Shaman,Minion,,
"The card named Blastwinder is a 4 cost minion with 4 health and 4 attack, and includes the effects aura, battlecry. The card text says: Your hero is a 6 dash 3 beast, and costs (1) less.",Shaman,Minion,,
"The card named Windespray Hunter is a 6 cost minion with 7 health and 6 attack, and includes the effects trigger visual. The card text says: At the end of every turn, summon a copy of this minion from your hand.",Shaman,Minion,,
"The card named Broomslayer is a 1 cost elemental minion with 2 health and 1 attack, and includes the effects aura. The card text says: Your Hero Power costs (1) less.",Shaman,Minion,,
"The card named Shattersman is a 1 cost elemental minion with 2 health and 1 attack, and includes the effects deal damage, trigger visual. The card text says: After you cast a spell, deal 10 damage to its owner.",Shaman,Minion,,
"The card named Unleash Your Heroes is a 8 cost minion with 9 health and 9 attack, and includes the effects battlecry. The card text says: Battlecry: Draw a spell. Get a copy of it this game.",Shaman,Minion,,
"The card named Yreen the Shaman is a 2 cost minion with 4 health and 1 attack, and includes the effects lifesteal. The card text says: Lifesteal",Shaman,Minion,,
"The card named Solid Totem is a 7 cost minion with 8 health and 6 attack, and includes the effects rush, battlecry. The card text says: Rush Battlecry: Summon two 2 dash 1 Fires of the earth that destroyed tones in your deck.",Shaman,Minion,,
"The card named Dreadbreaker is a 1 cost minion with 2 health and 1 attack, and includes the effects battlecry. The card text says: Battlecry: Summon two 2 dash 1 Unstable Shields. Gain this minion plus 1 Attack.",Shaman,Minion,,
"The card named Dragon-Ear is a 5 cost naga, undead minion with 5 health and 5 attack, and includes the effects battlecry. The card text says: Battlecry: Set the Cost of your most dangerous minions and minion spells to 1. Shuffle",Shaman,Minion,,
"The card named Rooster, the Unfriendly is a 3 cost minion with 3 health and 4 attack, and includes the effects trigger visual. The card text says: At the end of your turn, summon a copy of a random copy of your hand to destroy the enemy hero.",Shaman,Minion,,
"The card named Fidelshaman is a 0 cost dragon minion with 3 health and 2 attack, and includes the effects trigger visual. The card text says: After you play a Secret, gain plus 2 dash plus 1.",Shaman,Minion,,
"The card named Shadowhitch Hopper is a 8 cost undead minion with 8 health and 8 attack, and includes the effects taunt, battlecry. The card text says: Taunt Battlecry: Set the Cost of cards in your hand to (1) this turn.",Shaman,Minion,,
"The card named Bloodhoof Slayer is a 6 cost undead minion with 6 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: For each weapon you're holding, gain plus 1 dash plus 1.",Shaman,Minion,,
"The card named Mana Reaper is a 4 cost dragon minion with 3 health and 2 attack, and includes the effects trigger visual. The card text says: At the end of your turn, summon a 1 dash 1 dragon with Attack equal to its Attack.",Shaman,Minion,,
"The card named Whelan Countess is a 2 cost minion with 4 health and 2 attack, and includes the effects battlecry. The card text says: Battlecry: Add a random Shadow minion to your hand. Your turn at the end of this turn costs (2)",Shaman,Minion,,
"The card named Poisonous Osborne is a 4 cost minion with 2 health and 5 attack, and includes the effects battlecry. The card text says: Battlecry: Shuffle one of the Minions into your deck.",Shaman,Minion,,
"The card named Thrall to the Sun is a 6 cost elemental minion with 7 health and 3 attack, and includes the effects aura. The card text says: Your hero has plus 2 Attack this turn.",Shaman,Minion,,
"The card named Shroud of Fire is a 5 cost murloc minion with 6 health and 4 attack, and includes the effects battlecry, deathrattle. The card text says: Battlecry: If you control a Murloc, give your Shadow Taunt plus 1 das",Shaman,Minion,,
"The card named Moonshine Dragon is a 6 cost undead minion with 4 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: Give a friendly minion plus 2 dash plus 2.",Shaman,Minion,,
"The card named Inquisitor of Earth is a 4 cost monster minion with 4 health and 1 attack, and includes the effects trigger visual. The card text says: After your hero attacks, summon 3 minions from your deck. For this minion, attack a random enemy and summon",Shaman,Minion,,
"The card named Leapwalker is a 6 cost elemental minion with 6 health and 7 attack, and includes the effects combo. The card text says: Combo: Draw three cards. Draw five.",Shaman,Minion,,
"The card named Cultist is a 5 cost minion with 6 health and 5 attack, and includes the effects trigger visual. The card text says: Whenever you draw a card, add a random Shaman minion to your hand.",Shaman,Minion,,
"The card named The Druid is a 4 cost elemental minion with 4 health and 2 attack, and includes the effects battlecry. The card text says: Battlecry: Gain plus 1 Attack to your hero.",Shaman,Minion,,
"The card named Cultists of the Black Sea is a 5 cost elemental minion with 5 health and 5 attack, and includes the effects trigger visual. The card text says: At the end of your turn, give your hero plus 1 Attack.",Shaman,Minion,,
"The card named Ghoulish Skulter is a 4 cost minion with 4 health and 2 attack, and includes the effects battlecry, discover. The card text says: Battlecry: Discover a Shaman. If your deck has no copies, Discover one.",Shaman,Minion,,
"The card named Gnomes of the North is a 2 cost beast minion with 3 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: If you've cast a spell at the end of your turn, summon a 2 dash",Shaman,Minion,,
"The card named Spirit of the Moon is a 3 cost minion with 3 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: If your deck has no duplicates, summon a copy of this minion that cost (1) less.",Shaman,Minion,,
"The card named Shadowmaster is a 3 cost elemental, beast minion with 5 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: Reduce the Cost of card you originally played this turn.",Shaman,Minion,,
"The card named Invincible Ideola is a 7 cost minion with 7 health and 5 attack, and includes the effects kill, battlecry. The card text says: Battlecry: Summon a 1 dash 1 in your deck. Kill a 1 dash 1",Shaman,Minion,,
"The card named The Icy Frog is a 20 cost minion with 5 health and 8 attack, and includes the effects battlecry. The card text says: Battlecry: Gain 2 Armor. Gain plus 1 dash plus 1.",Shaman,Minion,,
"The card named Soul Mate is a 4 cost minion with 8 health and 4 attack, and includes the effects battlecry. The card text says: Battlecry: If you hold a Shaman minion, reveal a spell with Taunt.",Shaman,Minion,,
"The card named Frog King is a 4 cost undead minion with 4 health and 4 attack, and includes the effects deathrattle. The card text says: Deathrattle: Summon a 0 dash 7 Dragon.",Shaman,Minion,,
"The card named Dragon-Pyramid is a 7 cost minion with 7 health and 6 attack, and includes the effects battlecry. The card text says: Battlecry: If your deck has no duplicates, make the worst spells you've played this game.",Shaman,Minion,,
"The card named Arcane Dragonfly is a 6 cost dragon minion with 6 health and 6 attack, and includes the effects battlecry. The card text says: Battlecry: Give your weapon Rush. Summon a 4 dash 3 Arcane Dragonfly.",Shaman,Minion,,
"The card named Shattering Sludge is a 2 cost elemental minion with 3 health and 2 attack, and includes the effects rush. The card text says: Rush. Summon two 1 dash 1 Shamans.",Shaman,Minion,,
"The card named Alchemist is a 3 cost minion with 2 health and 2 attack, and includes the effects taunt. The card text says: Taunt; Give a friendly minion in your hand plus 1 dash plus 1.",Shaman,Minion,,
"The card named Xingzhan is a 1 cost historick with 5 armor, and includes the effects deal damage, taunt. The card text says: Taunt Damage plus 1 Deal 1 damage to all friendly characters.",Shaman,Hero,0,0
"The card named Trollmaster Papin is a 4 cost hero with 2 armor, and includes the effects battlecry. The card text says: Battlecry: Summon a random friendly minion.",Shaman,Hero,3,0
"The card named Shaman's Insanity is a 2 cost hero with 4 armor, and includes the effects battlecry. The card text says: Battlecry: Get 3 copies of each card in your hand.",Shaman,Hero,2,1
"The card named Defiled Ovum is a 2 cost hero with 3 armor, and includes the effects battlecry. The card text says: Battlecry: Summon a random 5 dash 5 Elemental which cost (1) more.",Shaman,Hero,2,1
"The card named Taal, Singular is a 4 cost undead hero with 4 armor, and includes the effects trigger visual. The card text says: After your hero attacks and attacks, summon a random 6 plus Cost minion.",Shaman,Hero,2,0
"The card named Infuse-A-Mech is a 3 cost weapon with 3 attack and 2 durability, and includes the effects trigger visual. The card text says: After you cast a spell, add a random Shadow spell from your deck to your hand.",Shaman,Weapon,2,0
The card named Oasis of Shadows is a 7 cost weapon with 5 attack and 5 durability. The card text says: Your next spell this turn costs (2) less.,Shaman,Weapon,2,0
"The card named The Aura Blastmaster is a 3 cost weapon with 2 attack and 3 durability, and includes the effects trigger visual. The card text says: After your hero attacks, gain plus 2 Attack.",Shaman,Weapon,3,0
"The card named Powerful Reaper is a 2 cost weapon with 5 attack and 2 durability, and includes the effects trigger visual. The card text says: Whenever this attack is played, use your Shadow to repair this minion.",Shaman,Weapon,1,0
"The card named Ash Tree is a 3 cost weapon with 1 attack and 2 durability, and includes the effects trigger visual. The card text says: After your hero attacks, draw a card.",Shaman,Weapon,3,1
"The card named Mechi, Tortoise Cell is a 1 cost weapon with 1 attack and 5 durability, and includes the effects trigger visual. The card text says: After your hero attacks, summon a 5 dash 5 Elemental with 5 or fewer Attack.",Shaman,Weapon,,
"The card named The Wind Winder is a 4 cost weapon with 3 attack and 3 durability, and includes the effects trigger visual. The card text says: After your hero attacks a minion, increase its Attack by (2).",Shaman,Weapon,,
"The card named Shaman's Stone of the Sea is a 5 cost weapon with 3 attack and 3 durability, and includes the effects trigger visual. The card text says: After you summon a minion, give it plus 2 dash plus 2.",Shaman,Weapon,,
"The card named Powerstroke is a 3 cost weapon with 2 attack and 3 durability, and includes the effects rush. The card text says: Rush. For each new Demon in your hand, gain plus 1 dash plus 1.",Shaman,Weapon,,
"The card named Stone Throw is a 2 cost weapon with 2 attack and 2 durability, and includes the effects trigger visual. The card text says: Whenever you summon a minion, add a copy to your hand.",Shaman,Weapon,,
"The card named Resurrect is a 2 cost weapon with 2 attack and 2 durability, and includes the effects trigger visual. The card text says: At the end of your turn, give your minions plus 1 dash plus 1.",Shaman,Weapon,,
"The card named Czar of Death is a 4 cost weapon with 2 attack and 4 durability, and includes the effects deal damage, battlecry. The card text says: Battlecry: If your hero attacks, deal 1 damage to the enemy hero.",Shaman,Weapon,,
"The card named Spectral Warp is a 4 cost weapon with 2 attack and 2 durability, and includes the effects trigger visual. The card text says: After your hero attacks, give your minions plus 3 dash plus 4.",Shaman,Weapon,,
"The card named Stone Fel is a 4 cost weapon with 3 attack and 4 durability, and includes the effects deathrattle, trigger visual. The card text says: Deathrattle: Change the Cost of a friendly minion in your hand by (1).",Shaman,Weapon,,
"The card named Flamestone is a 3 cost weapon with 2 attack and 1 durability, and includes the effects deathrattle. The card text says: Deathrattle: Draw a card.",Shaman,Weapon,,
"The card named Stonehook is a 2 cost weapon with 3 attack and 3 durability, and includes the effects trigger visual. The card text says: After you discard a spell, add an extra copy of it to your hand.",Shaman,Weapon,,
"The card named Oozing Blade is a 1 cost weapon with 1 attack and 2 durability, and includes the effects trigger visual. The card text says: After your hero attacks, replace your Minions with ones from your deck.",Shaman,Weapon,,
"The card named Shadow Power is a 2 cost weapon with 3 attack and 2 durability, and includes the effects battlecry. The card text says: Battlecry: Add a random minion from your deck. Reward: Afterward, gain plus 1 dash plus 1.",Shaman,Weapon,,
"The card named Origami Blade is a 5 cost weapon with 4 attack and 4 durability, and includes the effects trigger visual. The card text says: After you cast a spell, draw a 2 dash 3 Relic.",Shaman,Weapon,,
"The card named Gnata, the Frog is a 3 cost weapon with 2 attack and 3 durability, and includes the effects trigger visual. The card text says: Whenever your hero attacks, give another friendly minion plus 3 dash plus 3 and Taunt.",Shaman,Weapon,,
"The card named Dragon-Mana is a 6 cost shadow spell , and includes the effects decide when to summon a minion. The card text says: Choose a minion. Destroy it.",Druid,Spell,2,0
The card named Slatesis is a 4 cost fel spell . The card text says: Your Hero Power gives your hero plus 3 Attack this turn.,Druid,Spell,2,1
"The card named Ignite is a 1, 2, and 3 cost spell . The card text says: Draw 2 cards. Give all minions in your hand plus 1 dash plus 1.",Druid,Spell,1,0
"The card named Soul Wars is a 2 cost nature spell , and includes the effects deal damage, reborn. The card text says: Reborn: Get 3 copies of a minion. Then deal 3 damage to the target.",Druid,Spell,1,0
