description,faction_code,type,legitibility,faction,henry,sam,eli,viktor,Abraham,"Scoring format
legibility/faction/comedy"
"The card named Avast was a 0 cost asset with the subtypes barrier, icebreaker. It had an influence requirement of 2. The card text says When you install this asset, place 2 power counters on it. If you do, gain 1 credit for each",haas-bioroid,asset,2,1,,,,,,
"The card named Logic Booster is a 2 cost asset with the subtypes bioroid, icebreaker, icebreaker. It has an influence requirement of 2. It has a trash cost of 3. The card text says Whenever you install icebreaker, trash 1 card from headquarters. If you have at least 5",haas-bioroid,asset,1,0,,,,,,
"The card named E.D. Clockwise: Data Center is a 1 cost asset with the subtypes connection. It has an influence requirement of 2. It has a trash cost of 5. The card text says When your turn begins, spend click click click to place 1 power counter on E.D. Clockwise: The Runner trashes this asset. If you place such",haas-bioroid,asset,1,1,,,,,,
"The card named ""Reaper"" Snitzel is a 4 cost asset with the subtypes bioroid, icebreaker. It has an influence requirement of 0. The card text says When you install this asset, you may place 1 of",haas-bioroid,asset,0,0,,,,,,
The card named Rogue Houshold Is a 1 cost asset with the subtypes asset. It has an influence requirement of 2. The card text says Interface ability: 1 credit: Remove 1 item. 3 credits: 1 credit:,haas-bioroid,asset,,,,,,,,
"The card named Bioroid Cellulite Is a 3 cost asset with the subtypes . It has an influence requirement of 1. It has a trash cost of 2. The card text says Subroutine Whenever you score Bioroid Cellulite, you may trash this asset and gain 1 credit if it's stolen or damaged",haas-bioroid,asset,,,,,,,,
"The card named Resilience is a 4 cost asset with the subtypes agent, bioroid. It has an influence requirement of 2. It has a trash cost of 3. The card text says If you have at least 1 power counter, trash this asset. If you do, have at least 1 power counter.",haas-bioroid,asset,,,,,,,,
"The card named X-Bit is a 3 cost asset with the subtypes . It has an influence requirement of 0. It has a trash cost of 0. The card text says Whenever you encounter X-Bit, place 1 power counter on X-Bit in",haas-bioroid,asset,,,,,,,,
"The card named Haas-Bioroid is a 16 cost asset with the subtypes bioroid, asset. It has an influence requirement of 2. It has a trash cost of 4. The card text says When your turn begins, you may install this asset on an existing card and install it. If you do",haas-bioroid,asset,,,,,,,,
"The card named The Replicator is a 2 cost asset with the subtypes bioroid. It has an influence requirement of 2. It has a trash cost of 2. The card text says If your click score is above 3 or less, get rid of all ice when it is cut to install them. During play ice",haas-bioroid,asset,,,,,,,,
"The card named Drossel is a 1 cost asset with the subtypes bioroid, subtypes. It has an influence requirement of 3. It has a trash cost of 4. The card text says After granting this asset to Drossel, you may place 2 credits on it and move them to a different location. After winning, the Runner has",haas-bioroid,asset,,,,,,,,
"The card named Dragging is a 2 cost asset with the subtypes asset, icebreaker. It has an influence requirement of 2. It has a trash cost of 3. The card text says Play only if the Runner has fewer than 2 copies of Dragging unless they were tagged. Subroutine In",haas-bioroid,asset,,,,,,,,
"The card named L’Émeraude is a 5 cost asset with the subtypes bioroid, threat. It has an influence requirement of 1. It has a trash cost of 3. The card text says When you install this asset, gain 1 credit for each installed tag. You may draw 1 card with",haas-bioroid,asset,,,,,,,,
The card named Deed of Reliability is a 1 cost asset with the subtypes . It has an influence requirement of 1. It has a trash cost of 2. The card text says You must install 1 card from headquarters and gain 15 credits. Subroutine Take 5 credits of,haas-bioroid,asset,,,,,,,,
"The card named Senses is a 2 cost asset with the subtypes role. It has an influence requirement of 2. It has a trash cost of 3. The card text says When you score Senses, you may choose any of the following. You may trash Senses while playing Senses. If you do, draw 1 card.",haas-bioroid,asset,,,,,,,,
"The card named Asteroid X is a 3 cost asset with the subtypes . It has an influence requirement of 3. It has a trash cost of 2. The card text says When you score this asset, trash 1 card, trash 6 card, discard 2 card, and trash 2 card. When that tag is trashed, trash 1 card,",haas-bioroid,asset,,,,,,,,
The card named Stripped for Earth : Transmog is a 3 cost asset with the subtypes . It has an influence requirement of 3. It has a trash cost of 4. The card text says Interface ability: 1 credit: Remove 1 of the following,haas-bioroid,asset,,,,,,,,
"The card named Gobi: Bioroids: Advanced Systems is a 1 cost asset with the subtypes asset. It has an influence requirement of 2. It has a trash cost of 3. The card text says Run research. If successful, spend",haas-bioroid,asset,,,,,,,,
"The card named Aloha is a 0 cost asset with the subtypes bioroid, ap. It has an influence requirement of 2. It has a trash cost of 2. The card text says Whenever your turn begins, you may choose 0 assets using this attribute. You may choose 0 of these assets as the only",haas-bioroid,asset,,,,,,0/0/0,,
"The card named Virgo is a 2 cost asset with the subtypes bioroid. It has an influence requirement of 2. It has a trash cost of 2. The card text says The first time each turn the Corp removes Virgo, the Corp trashes Virgo. When you complete these",haas-bioroid,asset,,,,,,,,
"The card named Grassroots is a 4 cost asset with the subtypes bioroid, icebreaker. It has an influence requirement of 4. It has a trash cost of 4. Trash any device with a trash cost of 3. The card text says Play only if you made a successful run during this run",haas-bioroid,asset,,,,,,,,
"The card named Aladdin's Secrets is a 4 cost asset with the subtypes asset. It has an influence requirement of 1. It has a trash cost of 2. The card text says To spend on this asset, you may trash 1 card and add 4 cards from headquarters of the corp. Whenever you trash an agenda, draw 1 card.",haas-bioroid,asset,,,,,,,,
"The card named The Virus and Other Crime Runner 2 is a 3 cost asset with the subtypes . It has an influence requirement of 3. It has a trash cost of 2. The card text says When you install this asset, place 1 power counter on it. If the Corp receives 5 or",haas-bioroid,asset,,,,,,,,
"The card named Ysqvarna is a 2 cost asset with the subtypes connection. It has an influence requirement of 1. It has a trash cost of 3. The card text says When you score Ysqvarna, you may trash it for the remainder of the turn. Once this asset is destroyed, trash it.",haas-bioroid,asset,,,,,,,,
"The card named Khoslaiyo is a 1 cost upgrade with the subtypes bioroid, microdonor. It has an influence requirement of 4. It has a trash cost of 5. The card text says Install any program that takes 1 credit if it has > 1 installed program. Subroutine Whenever an installed program is trashed or uninstalled, the Runner",haas-bioroid,upgrade,0,0,,,,,,
"The card named Scanner is a 0 cost upgrade with the subtypes . It has an influence requirement of 3. It has a trash cost of 4. The card text says click: Tap on Scanner for 1 credit. When the Runner encounters Scanner, add Scanner to her stack,",haas-bioroid,upgrade,1,1,,,,,,
"The card named Trash, an icebreaker is a 10 cost upgrade with the subtypes bioroid. It has an influence requirement of 2. The card text says Install only if the Runner has at least 1 installed device. Uninstall",haas-bioroid,upgrade,0,0,,,,,,
"The card named RPG is a 3 cost upgrade with the subtypes bioroid, bionic. It has an influence requirement of 2. It has a trash cost of 4. The card text says When your turn begins, trash 1 random card in the root of research. As an additional cost to install this upgrade, the",haas-bioroid,upgrade,1,1,,,,,,
"The card named Clydesdale is a 1 cost upgrade with the subtypes bioroid, icebreaker. It has an influence requirement of 2. It has a trash cost of 3. The card text says The first time each turn you make a successful run on headquarters, gain 1 credit for each extra counter you rez.",haas-bioroid,upgrade,1,1,,,,,,
"The card named Streamer is a 1 cost upgrade with the subtypes bioroid. It has an influence requirement of 2. It has a trash cost of 4. The card text says Whenever the Organization trashes Streamer, you may remove a card from its inventory.",haas-bioroid,upgrade,,,,,,,,
"The card named The Luminous System is a 3 cost upgrade with the subtypes . It has an influence requirement of 2. The card text says When your turn begins, reveal a card from headquarters.",haas-bioroid,upgrade,,,,,,,,
The card named Druid is a 1 cost upgrade with the subtypes . It has an influence requirement of 2. It has a trash cost of 4. The card text says Subroutine A new item from headquarters will be trashed. You may remove up to 4 card trash from your grip.,haas-bioroid,upgrade,,,,,,,,
"The card named Trash is a 2 cost upgrade with the subtypes bioroid, janitor. It has an influence requirement of 2. It has a trash cost of 2. The card text says When the Runner encounters this upgrade, place 1 tag on it. When it is stolen this upgrade costs 1.5 credits.",haas-bioroid,upgrade,,,,,,,,
"The card named Flower is a 1 cost upgrade with the subtypes metacyborg. It has an influence requirement of 2. It has a trash cost of 3. The card text says When the Runner trashes this upgrade, they may spend a",haas-bioroid,upgrade,,,,,,,,
"The card named Cobra is a 2 cost upgrade with the subtypes bioroid, relic. It has an influence requirement of 2. It has a trash cost of 2. The card text says Once the Corp has rezzed this upgrade, the Corp can make 0 changes.",haas-bioroid,upgrade,,,,,,,,
"The card named The Legacy of David is a 3 cost upgrade with the subtypes bioroid. It has an influence requirement of 4. It has a trash cost of 2. The card text says To prevent this upgrade from being rezzed, if there is no installed memory. Remove this card from the game in",haas-bioroid,upgrade,,,,,,,,
"The card named Combo Crasher is a 7 cost upgrade with the subtypes . It has an influence requirement of 2. It has a trash cost of 2. The card text says When you install this upgrade, place 5 credits on it as an agenda at the base of the stack. You may take a few card credits for each agenda that is clicked.",haas-bioroid,upgrade,,,,,,,,
"The card named Psychic Connection is a 6 cost upgrade with the subtypes bioroid. It has an influence requirement of 2. It has a trash cost of 3. The card text says As an additional cost to play this upgrade, spend click.",haas-bioroid,upgrade,,,,,,,,
"The card named Restored Energy is a 3 cost upgrade with the subtypes bioroid, machine. It has an influence requirement of 3. The card text says The first time each turn that you upgrade your stack, you may remove half the number of installed cards from the game, wasting 1 credit.",haas-bioroid,upgrade,,,,,,,,
"The card named Big Box is a 0 cost operation with the subtypes run. It has an influence requirement of 2. It has a trash cost of 3. The card text says When your turn begins, you may install a piece of ice when the Runner trashes that piece of ice without breaking it",haas-bioroid,operation,1,0,,,,1/0/0,,
"The card named Assassin Program is a 4 cost operation with the subtypes . It has an influence requirement of 4. It has a trash cost of 3. The card text says When you install this operation, you may make the Runner waste your",haas-bioroid,operation,0,0,,,,,,
"The card named Rogue Mode has an influence requirement of 2. It has a trash cost of 3. The card text says Run research. Use this capability only for research. Subroutine Take 2 cards. 3 credits. If successful,",haas-bioroid,operation,0,0,,,,,,
"The card named Global Security Program is a 0 cost operation with the subtypes . It has an influence requirement of 2. It has a trash cost of 3. The card text says When your turn begins, you may trash 6 cards. Remove the top card",haas-bioroid,operation,1,0,,,,,,
"The card named “Dystopie” is a 0 cost operation with the subtypes . It has an influence requirement of 3. The card text says Whenever you have less than 4 credits on this operation, the Runner trashes 1 tag. The Runner trashes 10 tags.",haas-bioroid,operation,0,0,,,,,,
The card named The Run is a 0 cost operation with the subtypes . It has an influence requirement of 2. It has a trash cost of 3. The card text says Play only if the Runner has fewer than 2 bioroids,haas-bioroid,operation,,,,,,,,
"The card named Macro Analysis is a 3 cost operation with the subtypes . It has an influence requirement of 2. The card text says Install only as the Runner’s primary counter on that server is rezzed. If successful, they trash X cards. When your turn begins, place 1 power counter on that",haas-bioroid,operation,,,,,,,,
"The card named Survivor is a 2 cost operation with the subtypes connection. It has an influence requirement of 4. It has a trash cost of 5. The card text says Whenever you make a successful run on campus, you may place 1 power counter on Survivor when it is no longer active. Subroutine The Runner is not trashed",haas-bioroid,operation,,,,,,,,
The card named Breaking the Couch is a 2 cost operation with the subtypes raid. It has an influence requirement of 1. It has a trash cost of 5. The card text says Subroutine Transform 1 card in each rezzed tier from,haas-bioroid,operation,,,0/0/1,,,0/0/1,,
"The card named Rogue Nation is a 0 cost operation with the subtypes transaction. It has an influence requirement of 0. The card text says When you install this operation, trash 8 subroutines on it. Subroutine",haas-bioroid,operation,,,,,,,,
"The card named Hosted Service is a 0 cost operation with the subtypes trap. It has an influence requirement of 2. It has a trash cost of 3. The card text says The first time each turn you make a successful run on your boss, you may trash the top card of the stack.",haas-bioroid,operation,,,,,,,,
"The card named Ignorance is a 5 cost operation with the subtypes location. It has an influence requirement of 2. The card text says Tap this operation, then rez the card. Only the Runner can use it",haas-bioroid,operation,,,,,,,,
"The card named The Deception of Aliens is a 3 cost operation with the subtypes run. It has an influence requirement of 2. The card text says When your turn begins, you may place 3 credits towards the end of the run. Once they have an influence requirement of 2.0, and you may rez it on another card. You may also draw 2 card.",haas-bioroid,operation,,,,,,,,
"The card named Trace is a 6 cost operation with the subtypes . It has an influence requirement of 2. The card text says When your turn begins, replace 1 of your installed cards with another installed card, plus 5 strength counters. While you have been added to the bottom of inventory, gain",haas-bioroid,operation,,,,,,,,
The card named Break the Code is a 40 deck size operation with the subtypes activity. It has an influence requirement of 1. It has a trash cost of 2. The card text says Tap (where the Corp installed the first card). Once the Corp installed the second card,haas-bioroid,operation,,,,,,0/0/1,,
"The card named New Horizons is a 0 cost operation with the subtypes . It has an influence requirement of 1. It has a trash cost of 2. The card text says As an additional cost to play this operation, purchase 2 card(s) .",haas-bioroid,operation,,,,,,,,
"The card named Newark is a 1 cost operation with the subtypes transaction. It has an influence requirement of 4. It has a trash cost of 3. The card text says Whenever the Corp installs or disassembles a piece of bioroid ice, if there are at least 8 installed bioroid",haas-bioroid,operation,,,,,,,,
"The card named Human Resource Management is a 45 deck size operation with the subtypes interaction. It has an influence requirement of 5. It has a trash cost of 5. The card text says When your turn begins, you may place 1 power counter on Human Resource Management. While",haas-bioroid,operation,,,,,,,,
"The card named Boosting the Robot Sphere is a 1 cost operation with the subtypes bioroid, ap. It has an influence requirement of 2. It has a trash cost of 4. The card text says In order to access this operation, you need to install 1 piece of ice from the root of",haas-bioroid,operation,,,,,,,,
"The card named The Green Machine is a 7 cost operation with the subtypes trap. It has an influence requirement of 3. It has a trash cost of 4. The card text says When you score The Green Machine, make a run. When you score The Green Machine, trash the top card of the stack.",haas-bioroid,operation,,,,,,,,
"The card named Shackleton: The War on Security is a 1 cost operation with the subtypes . It has an influence requirement of 1. The card text says You can rez any card from headquarters without rezzing it. When you score this operation, place 1 power counter on it.",haas-bioroid,operation,,,,,,,,
"The card named “Growth Savings” is a 0 cost operation with the subtypes . It has an influence requirement of 0. The card text says The first time each turn you install a piece of bioroid tissue you fail to score a card during the run, place 1 power counter on it.",haas-bioroid,operation,,,,,,,,
"The card named Transfusion is a 1 cost operation with the subtypes . It has an influence requirement of 3. It has a trash cost of 2. The card text says When you install this operation, if the Host is not tagged, trash it.",haas-bioroid,operation,,,,,,,,
The card named P-Systification is a 1 cost operation with the subtypes transaction. It has an influence requirement of 1. The card text says Select 1 program and trash it. Subroutine The Runner trashes 1 card of all but his or her ability,haas-bioroid,operation,,,,,,,,
"The card named Maverick Icon Factory is a 2 cost operation with the subtypes . It has an influence requirement of 2. It has a trash cost of 2. The card text says Disable 4 technology from inside your grip. If not, trash 1 of your installed cards.",haas-bioroid,operation,,,,,,,,
The card named The AoT Zone is a 1 cost 3 strength ice with the subtypes barrier. It has an influence requirement of 2. The card text says Subroutine Your rezzed ice,haas-bioroid,ice,1,1,,,,,,
"The card named Eruptive Inheritance is a 5 cost 4 strength ice with the subtypes bioroid, virus. It has an influence requirement of 2. It has a trash cost of 5. The card text says Run research on this ice.",haas-bioroid,ice,1,1,,,,,,
"The card named Viraik Bioroid is a 2 cost 6 strength ice with the subtypes bioroid, tracer. It has an influence requirement of 4. The card text says Whenever you breach Viraik Bioroid, you may discard 1 card and pay 3 credits.",haas-bioroid,ice,0,1,,,,,,
"The card named Yurisa is a 4 cost 3 strength ice with the subtypes bioroid, biomesh, sentry. It has an influence requirement of 2. The card text says Keep the Runner's mind at bay until your turn begins. Subroutine",haas-bioroid,ice,0,1,,,,,,
The card named Sorrento Assassin is a 5 cost 3 strength ice with the subtypes codegate. It has an influence requirement of 0. The card text says Subroutine Take 1 or more unused card space.,haas-bioroid,ice,0,0,,,,,,
"The card named Ease Iris is a 2 cost 2 strength ice with the subtypes tracer, sentry. It has an influence requirement of 2. The card text says When you install this ice, you may rez 1 card. Subroutine The Runner trashes 1 card from",haas-bioroid,ice,,,,,,,,
"The card named ISIS is a 5 cost 4 strength ice with the subtypes codegate, bioroid. It has an influence requirement of 2. The card text says Use this ability only in cases where there is malware on campus or in an office when the Runner is installed on this system.",haas-bioroid,ice,,,,,,,,
"The card named Trash is a 5 cost 4 strength ice with the subtypes codegate, bioroid. It has an influence requirement of 2. The card text says When your turn begins, place 1 of your cards on this ice. Use this ability only when it is not effective. Subroutine Destroy 2 subroutines.",haas-bioroid,ice,,,,,,,,
"The card named Terrorism is a 1 cost 5 strength ice with the subtypes virus. It has an influence requirement of 2. The card text says While the Runner is accessing this ice, they trash it from their database. Subroutine The Runner discards 1 virus card during their last turn. Subroutine The",haas-bioroid,ice,,,,,,,,
The card named Instadek of the Galaxy is a 8 cost 5 strength ice with the subtypes . It has an influence requirement of 1. The card text says Subroutine Destroy 1 hosted ice with subtypes.,haas-bioroid,ice,,,,,,,,
"The card named Alcoa's Home is a 2 cost 3 strength ice with the subtypes bioroid, sentry. It has an influence requirement of 2. The card text says When the Runner makes an attempt on any one of these ice blocks, you may remove the remaining ice from the game (subroutine).",haas-bioroid,ice,,,,,,,,
"The card named Rogue Logic is a 5 cost 2 strength ice with the subtypes microscopy. It has an influence requirement of 4. It has a trash cost of 3. The card text says Subroutine In your grip, gain 1 credit for each entry subroutine.",haas-bioroid,ice,,,,,,,,
"The card named Fryptus is a 10 cost 0 strength ice with the subtypes bioroid, barrier. It has an influence requirement of 2. The card text says Subroutine Fryptus must be made from 1 or more subroutines on the rezzed ice wall. Whenever you breach an agenda, the Runner can take 2 credits, or take 3 credits.",haas-bioroid,ice,,,,,,,,
The card named Lavalo is a 3 cost 2 strength ice with the subtypes . It has an influence requirement of 2. The card text says Subroutine Trash 1 piece of ice with a score of 1. Subroutine Trash 1 piece of ice with,haas-bioroid,ice,,,,,,,,
"The card named Issidore is a 4 cost 3 strength ice with the subtypes bioroid. It has an influence requirement of 0. The card text says Whenever you breach an Issidore on this ice, gain 10 credits.",haas-bioroid,ice,,,,,,,,
"The card named Homo Thrilling is a 6 cost 2 strength ice with the subtypes codegate. It has an influence requirement of 2. The card text says When you score this ice, if you rez it during a run, this ice is trashed. Subroutine You can use whichever ability you have.",haas-bioroid,ice,,,,,,,,
"The card named XOZX2 is a 0 cost 3 strength ice with the subtypes . It has an influence requirement of 3. It has a trash cost of 3. The card text says Subroutine Reconstruct an app on XOZX2 until April 5, 2019. Subroutine Reconstruct 2 . Subroutine Reconstruct 2",haas-bioroid,ice,,,,,,,,
"The card named Avast is a 3 cost 5 strength ice with the subtypes bioroid, bioroid. It has an influence requirement of 2. The card text says Subroutine Resolve 5 net damage for each tag",haas-bioroid,ice,,,,,,,,
"The card named Gulpius is a 40 deck size ice with the subtypes bioroid, subroutine. It has an influence requirement of 3. It has a trash cost of 5. The card text says Subroutine Trash the Runner.",haas-bioroid,ice,,,,,,,,
"The card named J. Eaves is a 4 cost 5 strength ice with the subtypes bioroid, biophysical. It has an influence requirement of 2. The card text says Subroutine Trash 1 of your thrown cds.",haas-bioroid,ice,,,,,,,,
The card named Lectron is a 2 cost 3 strength ice with the subtypes barrier. It has an influence requirement of 2. The card text says Subroutine Do 1 net damage. Subroutine Do 1 net damage. Subroutine Do 1 net damage. Subroutine,haas-bioroid,ice,,,,,,,,
"The card named The Assassin is a 4 cost 3 strength ice with the subtypes virus. It has an influence requirement of 1. The card text says Subroutine Whenever you do one research on Another human, gain 2 credits.",haas-bioroid,ice,,,,,,,,
"The card named Resonator is a 1 cost 6 strength ice with the subtypes tracer, tracer, trap. It has an influence requirement of 2. The card text says Trash a card from headquarters if the Runner made a successful run. Subroutine Dump all or part of that research on research.",haas-bioroid,ice,,,,,,,,
"The card named The Lonely Planet is a 4 cost 3 strength ice with the subtypes barrier. It has an influence requirement of 2. The card text says When you breach this ice, gain gain",haas-bioroid,ice,,,,,,,,
"The card named Altered Carbon is a 9 cost 4 strength ice with the subtypes tracer, sentry. It has an influence requirement of 3. The card text says Subroutine The Runner's Runner is trashed and the Runner steals this ice. As an additional cost to re-use this ice, trash it",haas-bioroid,ice,,,,,,,,
The card named Dna Noon is a 45 deck size identity with the subtypes bioroid. It has an influence allotment of 0. It has a trash cost of 3. The card text says Play only if you breached research during that investigation.,haas-bioroid,identity,,,,,,,,
"The card named Stream is a 45 deck size identity with the subtypes bioroid, fictitious. It has an influence allotment of 0. The card text says Subroutine Play only if the Runner stole a subroutine during their last turn. If accepted, the Runner",haas-bioroid,identity,,,,,,,,
The card named HAL: Managing the Genome is a 45 deck size identity with the subtypes bioroid. It has an influence allotment of 0. The card text says This identity can be advanced if the Corp has at least 1 installed piece of coyote. It has,haas-bioroid,identity,,,,,,,,
The card named The Secret Service is a 2 cost identity with the subtypes . It has an influence allotment of 0. The card text says Play only if the System is destroyed.,haas-bioroid,identity,0,0,0/0/0,,,,,
"The card named MySpaceMoments is a 45 deck size identity with the subtypes bioroid, saboteur. It has an influence allotment of 0. The card text says While the Runner is accessing this identity, they memory unitsst pay 10 credits. Subroutine Completing",haas-bioroid,identity,0,0,0/0/1,,,,,
The card named Hosted Robotics is a 41 deck size identity with the subtypes . It has an influence allotment of 0. The card text says Subroutine Trash 1 installation (this cost does not affect any of your installed cards). The Runner cannot add any other identity cards in their grip.,haas-bioroid,identity,1,0,1/0/0,,,,,
"The card named Protox is a 40 deck size identity with the subtypes bioroid. It has an influence allotment of 0. It has a trash cost of 3. The card text says While your research is progressing, get this identity for the system.",haas-bioroid,identity,0,0,0/0/0,,,,,
"The card named Coke Coate is a 45 deck size identity with the subtypes bioroid, icebreaker. It has an influence allotment of 0. The card text says When you install Coke Coate, you may remove them",haas-bioroid,identity,0,0,0/0/0,,,,,
"The card named Human Resource Management Kit is a 45 deck size identity with the subtypes . It has an influence allotment of 0. The card text says When your turn begins, you may install 1 credit from within the research center. If you do,",haas-bioroid,identity,1,0,1/0/0,,,,,
"The card named Interruption is a 65 deck size identity with the subtypes subtypes bioroid. It has an influence allotment of 0. The card text says Whenever you make an attempt to steal a program, take 1 x card from headquarters to subroutine. Then, draw 1 card.",haas-bioroid,identity,1,0,1/0/0,,,,,
The card named The Nightmare Before Tomorrow is a 4 cost event with the subtypes . It has an influence requirement of 4. The card text says Play only if the Runner is tagged or tagged. Trash each installed card.,shaper,event,2,0,2/0/0,,,,,
"The card named Bounce is a 1 cost event with the subtypes gmod. It has an influence requirement of 2. The card text says Once the first run on a server is over, play at least 1 tag. Use this to advance an agenda.",shaper,event,1,0,,,,,,
"The card named Staples is a 4 cost event with the subtypes run. It has an influence requirement of 2. The card text says Run a research program. Once finished, you may trash all of the rezzed cards. When the",shaper,event,2,0,,,,,,
The card named Sylvania  is a 2 cost event with the subtypes run. It has an influence requirement of 2. The card text says Run any server. Your grip can be affected by a single core attack.,shaper,event,1,0,,,,,,
"The card named Floating Water is a 0 cost event with the subtypes connection. It has an influence requirement of 3. The card text says When you score this event, gain 3 credits. If done,",shaper,event,0,0,,,,,,
"The card named Tulsa is a 4 cost event with the subtypes run. It has an influence requirement of 4. The card text says Run research. If successful, trash 5 cards. If successful, trash 1 additional card. Take 1 random number generator. The next time each turn you gain 1 credit, omit",shaper,event,,,,,,,,
The card named Progression is a 0 cost event with the subtypes run. It has an influence requirement of 3. The card text says Run Research.,shaper,event,,,,,,,,
"The card named Conquest is a 3 cost event with the subtypes run. It has an influence requirement of 2. The card text says As an additional cost to play this event, spend click, plus 1 credit.",shaper,event,,,,,,,,
"The card named “Thona” is a 5 cost event with the subtypes event, icebreaker. It has an influence requirement of 2. The card text says Take 1 additional credit: Break 1 of your decks barriers.",shaper,event,,,,,,,,
The card named Newark is a 1 cost event with the subtypes run. It has an influence requirement of 5. The card text says Run the system until an agenda is scored. Subroutine Run,shaper,event,,,,,,,,
"The card named Dewy is a 6 cost event with the subtypes run. It has an influence requirement of 2. The card text says Run research. If successful, place 1 agenda counter on Dewy.",shaper,event,,,,,,,,
"The card named Spitfire is a 2 cost event with the subtypes run. It has an influence requirement of 4. The card text says When you score this event, place 2 power counters on it. You cannot install it permanently.",shaper,event,,,,,,,,
"The card named Break the Ice is a 1 cost event with the subtypes . It has an influence requirement of 2. The card text says Play only if you made a successful run on the server during an investigation. If successful,",shaper,event,,,,,,,,
"The card named Infidelity is a 0 cost event with the subtypes . It has an influence requirement of 2. The card text says As an additional cost to play this event, you may spend click. Draw 1 card and use it as an address.",shaper,event,,,,,,,,
The card named Freelance Agent is a 5 cost event with the subtypes run. It has an influence requirement of 3. The card text says Run a research program. You may add up to 3 cards from headquarters to headquarters to the top of research during that run. When the Runner enters research,shaper,event,,,,,,,,
"The card named Breakthrough is a 2 cost event with the subtypes run. It has an influence requirement of 3. The card text says Play only if the Runner has a piece of ice. If successful, if you stole a piece of ice, damage that ice. Your total gain becomes 1,",shaper,event,,,,,,,,
"The card named 'Crypt' is a 0 cost event with the subtypes run. It has an influence requirement of 2. It has a trash cost of 2. The card text says When your turn begins, you may place 1 program on this event or run",shaper,event,,,,,,,,
"The card named “Red” is a 3 cost event with the subtypes run. It has an influence requirement of 1. The card text says Run a resotizer. If successful, however, when it is scored (or ran), you may waste 1 credit.",shaper,event,,,,,,,,
"The card named Leprechaun is a 6 cost event with the subtypes run. It has an influence requirement of 2. The card text says Run Run test; if successful, then run test:",shaper,event,,,,,,,,
"The card named Cobra Icon IX is a 1 cost event with the subtypes tracer, icebreaker, fracter. It has an influence requirement of 4. The card text says Whenever you make a successful run during a run you may use other",shaper,event,,,,,,,,
"The card named Embracer: Is There a Threat to a Machine? Is There A Threat to a Workstation? The card text says Whenever you make a successful run on headquarters, take 1 tag. When you finish a run on headquarters you can access a piece of ice and install it",shaper,event,,,,,,,,
"The card named Dolphin: Ghost Runner is a 2 cost event with the subtypes barrier. It has an influence requirement of 2. The card text says The first time you score Ghost Runner, gain 3 credits. Click: Place 1 tag on this event.",shaper,event,,,,,,0/0/0,,
"The card named Assassin is a 2 cost event with the subtypes . It has an influence requirement of 3. The card text says Whenever you place a piece of ice, destroy at least 1 card from headquarters of Assassin.",shaper,event,,,,,,,,
The card named Assassin Run is a 0 cost event with the subtypes run. It has an influence requirement of 2. The card text says Run any of your installed programs.,shaper,event,,,,,,,,
The card named Idle Night is a 1 cost event with the subtypes virtual. It has an influence requirement of 2. The card text says Interface ability: 3 credits: Break at least 2 subroutines.,shaper,event,,,,,,,,
"The card named Defamation is a 2 cost program that requires 1 memory with the subtypes . It has an influence requirement of 0. The card text says Install only on Defamation. You may install 1 piece of ice, a piece of ice from inside Defamation.",shaper,program,0,1,,,,,,
"The card named Matron-Do is a 2 cost program that requires 1 memory with the subtypes . It has an influence requirement of 2. The card text says The Corp may install software on MatronDo. Click: Subroutine Whenever an agenda is scored or stolen, place 1 power counter on MatronDo.",shaper,program,0,0,,,,,,
The card named Pristine of All Nations is a 3 cost 4 strength program that requires 2 memory with the subtypes icebreaker. It has an influence requirement of 3. The card text says 1 credit: Break 3 subroutines: Remove 1 icebreaker.,shaper,program,2,1,,,,,,
"The card named Splash is a 6 cost program that requires 1 memory with the subtypes . It has an influence requirement of 2. The card text says Play only when the Corp makes a successful run on headquarters. After you install a piece of ice then you may rent a piece of ice. If you do,",shaper,program,0,0,,,,,,
"The card named Deuce is a 36 deck size program that requires 1 memory with the subtypes codegate, icebreaker. It has an influence requirement of 3. The card text says Interface ability: 1 credit: Break 1 subroutine on this program. 1 credit: Break 1 subroutine on this program.",shaper,program,0,0,,,,,,
"The card named Rex is a 16 cost program that requires 1 memory with the subtypes decoder, filer, robot. It has an influence requirement of 2. The card text says The Corporation does not need any credits during the run until the end of the run until there's another program to play. When the Corporation is in a server",shaper,program,,,,,,,,
"The card named Stashguard is a 2 cost program that requires 1 memory with the subtypes . It has an influence requirement of 3. The card text says Click click: Play only if the Runner missed a tag. In your grip, if you didn't, take 1 tag.",shaper,program,,,,,,,,
"The card named Aloha Slayer is a 3 cost 3 strength program that requires 3 memory with the subtypes . It has an influence requirement of 3. The card text says Install a piece of hardware from your grip on this program. Whenever you install an agenda or research card, reveal it.",shaper,program,,,,,,,,
"The card named Hoop is a 2 cost 2 strength program that requires 1 memory with the subtypes codegate. It has an influence requirement of 3. The card text says When you install this program, you may install 3 credits from headquarters. Whenever you have two or more credits, add",shaper,program,,,,,,,,
"The card named Awakening is a 2 cost program that requires 1 memory with the subtypes cyborg. It has an influence requirement of 4. The card text says If the Runner is tagged, you may place 2 power counters on this program.",shaper,program,2,0,2/0/0,,,,,
